"strain","country","state","date","latitude","longitude","region","num_date"
"Singapore|NA|MW510658|SG(EHI)D2/19707Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510666|SG(EHI)D2/21663Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510667|SG(EHI)D2/21718Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510672|SG(EHI)D2/24964Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510701|SG(EHI)D2/34194Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510702|SG(EHI)D2/35574Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510652|SG(EHI)D2/19146Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510656|SG(EHI)D2/19974Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510675|SG(EHI)D2/26714Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510683|SG(EHI)D2/27753Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510686|SG(EHI)D2/29821Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Taiwan|NA|MG895155||Dengue_2|E|External|2016-08-20|2016.63287671233","Taiwan","NA","2016-08-20",23.9739374,120.9820179,"SEA",2016
"Singapore|NA|MW510674|SG(EHI)D2/25038Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510453|SG(EHI)D2/09306Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Sri_Lanka|NA|MN083210|100_DENV2|Dengue_2|E|External|2018-01-15|2018.03835616438","Sri_Lanka","NA","2018-01-15",7.5554942,80.7137847,"SEA",2018
"Sri_Lanka|NA|MN083212|1_DENV2|Dengue_2|E|External|2017-05-15|2017.36712328767","Sri_Lanka","NA","2017-05-15",7.5554942,80.7137847,"SEA",2017
"Sri_Lanka|NA|MN083222|80_DENV2|Dengue_2|E|External|2017-07-15|2017.53424657534","Sri_Lanka","NA","2017-07-15",7.5554942,80.7137847,"SEA",2017
"Sri_Lanka|NA|MN083224|8_DENV2|Dengue_2|E|External|2017-05-15|2017.36712328767","Sri_Lanka","NA","2017-05-15",7.5554942,80.7137847,"SEA",2017
"Sri_Lanka|NA|MN083225|97_DENV2|Dengue_2|E|External|2017-10-15|2017.78630136986","Sri_Lanka","NA","2017-10-15",7.5554942,80.7137847,"SEA",2017
"Sri_Lanka|NA|MN083232|36_DENV2|Dengue_2|E|External|2017-08-15|2017.61917808219","Sri_Lanka","NA","2017-08-15",7.5554942,80.7137847,"SEA",2017
"China|NA|MH010613|D2/Zhejiang/17-17/2017|Dengue_2|E|External|2017-06-15|2017.45205479452","China","NA","2017-06-15",35.000074,104.999927,"SEA",2017
"Sri_Lanka|NA|MN083216|229_DENV2|Dengue_2|E|External|2017-08-15|2017.61917808219","Sri_Lanka","NA","2017-08-15",7.5554942,80.7137847,"SEA",2017
"Sri_Lanka|NA|MN083213|12_DENV2|Dengue_2|E|External|2017-07-15|2017.53424657534","Sri_Lanka","NA","2017-07-15",7.5554942,80.7137847,"SEA",2017
"Sri_Lanka|NA|MN083221|60_DENV2|Dengue_2|E|External|2017-07-15|2017.53424657534","Sri_Lanka","NA","2017-07-15",7.5554942,80.7137847,"SEA",2017
"Sri_Lanka|NA|MN083239|135_DENV2|Dengue_2|E|External|2017-10-15|2017.78630136986","Sri_Lanka","NA","2017-10-15",7.5554942,80.7137847,"SEA",2017
"Sri_Lanka|NA|MN083241|49_DENV2|Dengue_2|E|External|2017-08-15|2017.61917808219","Sri_Lanka","NA","2017-08-15",7.5554942,80.7137847,"SEA",2017
"China|NA|MH010622|D2/Zhejiang/17-41/2017|Dengue_2|E|External|2017-06-15|2017.45205479452","China","NA","2017-06-15",35.000074,104.999927,"SEA",2017
"Sri_Lanka|NA|MN083235|5_DENV2|Dengue_2|E|External|2017-06-15|2017.45205479452","Sri_Lanka","NA","2017-06-15",7.5554942,80.7137847,"SEA",2017
"Sri_Lanka|NA|MN083219|27_DENV2|Dengue_2|E|External|2017-07-15|2017.53424657534","Sri_Lanka","NA","2017-07-15",7.5554942,80.7137847,"SEA",2017
"Sri_Lanka|NA|MN083220|40_DENV2|Dengue_2|E|External|2017-07-15|2017.53424657534","Sri_Lanka","NA","2017-07-15",7.5554942,80.7137847,"SEA",2017
"Sri_Lanka|NA|MN083223|86_DENV2|Dengue_2|E|External|2017-07-15|2017.53424657534","Sri_Lanka","NA","2017-07-15",7.5554942,80.7137847,"SEA",2017
"Sri_Lanka|NA|MN083226|98_DENV2|Dengue_2|E|External|2017-06-15|2017.45205479452","Sri_Lanka","NA","2017-06-15",7.5554942,80.7137847,"SEA",2017
"Sri_Lanka|NA|LC312196||Dengue_2|E|External|2017-06-26|2017.48219178082","Sri_Lanka","NA","2017-06-26",7.5554942,80.7137847,"SEA",2017
"Sri_Lanka|NA|MN083228|11_DENV2|Dengue_2|E|External|2017-07-15|2017.53424657534","Sri_Lanka","NA","2017-07-15",7.5554942,80.7137847,"SEA",2017
"Sri_Lanka|NA|MN083230|131_DENV2|Dengue_2|E|External|2018-01-15|2018.03835616438","Sri_Lanka","NA","2018-01-15",7.5554942,80.7137847,"SEA",2018
"Sri_Lanka|NA|MN083236|90_DENV2|Dengue_2|E|External|2017-08-15|2017.61917808219","Sri_Lanka","NA","2017-08-15",7.5554942,80.7137847,"SEA",2017
"Sri_Lanka|NA|LC312197||Dengue_2|E|External|2017-06-30|2017.49315068493","Sri_Lanka","NA","2017-06-30",7.5554942,80.7137847,"SEA",2017
"Sri_Lanka|NA|MN083214|144_DENV2|Dengue_2|E|External|2017-10-15|2017.78630136986","Sri_Lanka","NA","2017-10-15",7.5554942,80.7137847,"SEA",2017
"Sri_Lanka|NA|MN083229|126_DENV2|Dengue_2|E|External|2017-10-15|2017.78630136986","Sri_Lanka","NA","2017-10-15",7.5554942,80.7137847,"SEA",2017
"China|NA|MK587780|GZHaizhu82/2017|Dengue_2|E|External|2017-07-12|2017.52602739726","China","NA","2017-07-12",35.000074,104.999927,"SEA",2017
"Singapore|NA|MT252651|SG(EHI)D2/23127Y17|Dengue_2|E|External|2017-06-04|2017.42191780822","Singapore","NA","2017-06-04",1.357107,103.8194992,"SEA",2017
"Singapore|NA|MW510464|SG(EHI)D2/28426Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510469|SG(EHI)D2/33561Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510471|SG(EHI)D2/33952Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510473|SG(EHI)D2/33458Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510474|SG(EHI)D2/33513Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510477|SG(EHI)D2/37572Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510479|SG(EHI)D2/38416Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510489|SG(EHI)D2/43987Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510502|SG(EHI)D2/47711Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510504|SG(EHI)D2/47236Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510507|SG(EHI)D2/47774Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510508|SG(EHI)D2/47007Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510511|SG(EHI)D2/48788Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510512|SG(EHI)D2/48742Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510513|SG(EHI)D2/48679Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510514|SG(EHI)D2/49736Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510521|SG(EHI)D2/50021Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510522|SG(EHI)D2/51297Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510526|SG(EHI)D2/06836Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510527|SG(EHI)D2/06904Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510529|SG(EHI)D2/52809Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510530|SG(EHI)D2/30381Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510531|SG(EHI)D2/31942Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510532|SG(EHI)D2/51773Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510535|SG(EHI)D2/01037Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510536|SG(EHI)D2/01039Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510537|SG(EHI)D2/01041Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510546|SG(EHI)D2/01423Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510547|SG(EHI)D2/01764Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510552|SG(EHI)D2/02075Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510563|SG(EHI)D2/03125Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510570|SG(EHI)D2/04551Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510575|SG(EHI)D2/04761Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510581|SG(EHI)D2/05053Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510600|SG(EHI)D2/08654Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510604|SG(EHI)D2/08139Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510616|SG(EHI)D2/09728Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510623|SG(EHI)D2/10282Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510634|SG(EHI)D2/13776Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MH428203||Dengue_2|E|External|2015-12-15|2015.95342465753","Singapore","NA","2015-12-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MH428204||Dengue_2|E|External|2015-12-15|2015.95342465753","Singapore","NA","2015-12-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MH428205||Dengue_2|E|External|2015-12-15|2015.95342465753","Singapore","NA","2015-12-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MH428207||Dengue_2|E|External|2016-02-15|2016.12328767123","Singapore","NA","2016-02-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510509|SG(EHI)D2/47692Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510528|SG(EHI)D2/06936Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510533|SG(EHI)D2/01017Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510534|SG(EHI)D2/01028Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510551|SG(EHI)D2/02687Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510567|SG(EHI)D2/04911Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510583|SG(EHI)D2/06243Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510602|SG(EHI)D2/08528Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510626|SG(EHI)D2/11131Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Taiwan|NA|MG895126||Dengue_2|E|External|2015-12-09|2015.93698630137","Taiwan","NA","2015-12-09",23.9739374,120.9820179,"SEA",2015
"China|Zhejiang|KU504495|CHN/ZJ/NB26/15|Dengue_2|E|External|2015-09-20|2015.71780821918","China","Zhejiang","2015-09-20",35.000074,104.999927,"SEA",2015
"Singapore|NA|MW510467|SG(EHI)D2/30382Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Taiwan|NA|MG895172||Dengue_2|E|External|2016-12-18|2016.96164383562","Taiwan","NA","2016-12-18",23.9739374,120.9820179,"SEA",2016
"Singapore|NA|MW510671|SG(EHI)D2/23198Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510518|SG(EHI)D2/50373Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Sri_Lanka|NA|MN982891|SL2017|Dengue_2|E|External|2017-02-15|2017.12328767123","Sri_Lanka","NA","2017-02-15",7.5554942,80.7137847,"SEA",2017
"Sri_Lanka|NA|KY495803|Sri_Lanka_2016|Dengue_2|E|External|2016-06-15|2016.45205479452","Sri_Lanka","NA","2016-06-15",7.5554942,80.7137847,"SEA",2016
"China|Henan|MW365262|HN2017/7|Dengue_2|E|External|2017-01-23|2017.0602739726","China","Henan","2017-01-23",35.000074,104.999927,"SEA",2017
"Myanmar|NA|MW332627|RL68|Dengue_2|E|External|2016-09-15|2016.70410958904","Myanmar","NA","2016-09-15",17.1750495,95.9999652,"SEA",2016
"China|NA|MG840627|D2/China/GDfs/D17072/2017(Srilanka)|Dengue_2|E|External|2017-06-15|2017.45205479452","China","NA","2017-06-15",35.000074,104.999927,"SEA",2017
"China|NA|MG840628|D2/China/GDfs/D17073/2017(Srilanka)|Dengue_2|E|External|2017-06-15|2017.45205479452","China","NA","2017-06-15",35.000074,104.999927,"SEA",2017
"Sri_Lanka|NA|MN083234|48_DENV2|Dengue_2|E|External|2017-07-15|2017.53424657534","Sri_Lanka","NA","2017-07-15",7.5554942,80.7137847,"SEA",2017
"China|Shanghai|MT856315|myseq30|Dengue_2|E|External|2018-02-09|2018.10684931507","China","Shanghai","2018-02-09",35.000074,104.999927,"SEA",2018
"Sri_Lanka|NA|MN083237|23_DENV2|Dengue_2|E|External|2017-07-15|2017.53424657534","Sri_Lanka","NA","2017-07-15",7.5554942,80.7137847,"SEA",2017
"Sri_Lanka|NA|MN083215|195_DENV2|Dengue_2|E|External|2017-06-15|2017.45205479452","Sri_Lanka","NA","2017-06-15",7.5554942,80.7137847,"SEA",2017
"Sri_Lanka|NA|MN083227|99_DENV2|Dengue_2|E|External|2018-01-15|2018.03835616438","Sri_Lanka","NA","2018-01-15",7.5554942,80.7137847,"SEA",2018
"Sri_Lanka|NA|MN083211|118_DENV2|Dengue_2|E|External|2017-09-15|2017.70410958904","Sri_Lanka","NA","2017-09-15",7.5554942,80.7137847,"SEA",2017
"Sri_Lanka|NA|MN083218|264_DENV2|Dengue_2|E|External|2017-04-15|2017.28493150685","Sri_Lanka","NA","2017-04-15",7.5554942,80.7137847,"SEA",2017
"Sri_Lanka|NA|MN083240|218_DENV2|Dengue_2|E|External|2017-11-15|2017.87123287671","Sri_Lanka","NA","2017-11-15",7.5554942,80.7137847,"SEA",2017
"Singapore|NA|MW510650|SG(EHI)D2/16366Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510673|SG(EHI)D2/25293Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510425|SG(EHI)D2/43350Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Taiwan|NA|MG895104||Dengue_2|E|External|2015-09-01|2015.66575342466","Taiwan","NA","2015-09-01",23.9739374,120.9820179,"SEA",2015
"Singapore|NA|MW510395|SG(EHI)D2/32245Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW510398|SG(EHI)D2/32759Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW510588|SG(EHI)D2/07376Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510710|SG(EHI)D2/42946Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510365|SG(EHI)D2/26132Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW510387|SG(EHI)D2/30164Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW510397|SG(EHI)D2/32731Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW510462|SG(EHI)D2/22580Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510554|SG(EHI)D2/02504Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510560|SG(EHI)D2/03350Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510403|SG(EHI)D2/33885Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW510451|SG(EHI)D2/09853Y15|Dengue_2|E|External|2015-06-15|2015.45205479452","Singapore","NA","2015-06-15",1.357107,103.8194992,"SEA",2015
"Singapore|NA|MW510708|SG(EHI)D2/41192Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510711|SG(EHI)D2/43940Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510713|SG(EHI)D2/50187Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510712|SG(EHI)D2/44197Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MT252654|SG(EHI)D2/26420Y17|Dengue_2|E|External|2017-06-25|2017.47945205479","Singapore","NA","2017-06-25",1.357107,103.8194992,"SEA",2017
"Singapore|NA|MW510394|SG(EHI)D2/31824Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW510404|SG(EHI)D2/34192Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW510408|SG(EHI)D2/34627Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW510407|SG(EHI)D2/34619Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW510405|SG(EHI)D2/34465Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW510410|SG(EHI)D2/34958Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Singapore|NA|MW510555|SG(EHI)D2/02026Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510633|SG(EHI)D2/13979Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
"Singapore|NA|MW510639|SG(EHI)D2/13294Y16|Dengue_2|E|External|2016-06-15|2016.45205479452","Singapore","NA","2016-06-15",1.357107,103.8194992,"SEA",2016
