"strain","country","state","date","latitude","longitude","region","num_date"
"India|NA|MZ277497|2144_Andhra_Pradesh_India_2018|Dengue_2|E|External|2018-07-10|2018.52054794521","India","NA","2018-07-10",22.3511148,78.6677428,"SEA",2018
"India|NA|MZ277498|2143_Andhra_Pradesh_India_2018|Dengue_2|E|External|2018-07-10|2018.52054794521","India","NA","2018-07-10",22.3511148,78.6677428,"SEA",2018
"India|NA|MZ277524|14977_Jharkhand_India_2018|Dengue_2|E|External|2018-04-25|2018.31232876712","India","NA","2018-04-25",22.3511148,78.6677428,"SEA",2018
"China|Shanghai|MT856330|myseq70|Dengue_2|E|External|2019-12-01|2019.91506849315","China","Shanghai","2019-12-01",35.000074,104.999927,"SEA",2019
"China|Xi_Shuang_Ban_Na|MT705579|YN-19-61|Dengue_2|E|External|2019-08-15|2019.61917808219","China","Xi_Shuang_Ban_Na","2019-08-15",35.000074,104.999927,"SEA",2019
"China|Xi_Shuang_Ban_Na|MT705588|YN-19-L15|Dengue_2|E|External|2019-09-15|2019.70410958904","China","Xi_Shuang_Ban_Na","2019-09-15",35.000074,104.999927,"SEA",2019
"China|Xi_Shuang_Ban_Na|MT705613|YN-19-B644|Dengue_2|E|External|2019-10-15|2019.78630136986","China","Xi_Shuang_Ban_Na","2019-10-15",35.000074,104.999927,"SEA",2019
"China|Xi_Shuang_Ban_Na|MT705601|YN-19-W71|Dengue_2|E|External|2019-11-15|2019.87123287671","China","Xi_Shuang_Ban_Na","2019-11-15",35.000074,104.999927,"SEA",2019
"China|Xi_Shuang_Ban_Na|MT705598|YN-19-W54|Dengue_2|E|External|2019-10-15|2019.78630136986","China","Xi_Shuang_Ban_Na","2019-10-15",35.000074,104.999927,"SEA",2019
"China|Xi_Shuang_Ban_Na|MT705600|YN-19-W68|Dengue_2|E|External|2019-11-15|2019.87123287671","China","Xi_Shuang_Ban_Na","2019-11-15",35.000074,104.999927,"SEA",2019
"China|Xi_Shuang_Ban_Na|MT705612|YN-19-B499|Dengue_2|E|External|2019-10-15|2019.78630136986","China","Xi_Shuang_Ban_Na","2019-10-15",35.000074,104.999927,"SEA",2019
"China|Xi_Shuang_Ban_Na|MT705587|YN-19-L14|Dengue_2|E|External|2019-09-15|2019.70410958904","China","Xi_Shuang_Ban_Na","2019-09-15",35.000074,104.999927,"SEA",2019
"Thailand|Bangkok|MZ636765|DV2C-TM18-16|Dengue_2|E|External|2018-05-22|2018.38630136986","Thailand","Bangkok","2018-05-22",14.8971921,100.83273,"SEA",2018
"India|NA|MZ277501|2004_Telangana_India_2018|Dengue_2|E|External|2018-10-15|2018.78630136986","India","NA","2018-10-15",22.3511148,78.6677428,"SEA",2018
"Indonesia|Malinau|MW648216|MLN-001|Dengue_2|E|External|2018-09-12|2018.69589041096","Indonesia","Malinau","2018-09-12",-2.4833826,117.8902853,"SEA",2018
"Indonesia|Malinau|MW648217|MLN-005|Dengue_2|E|External|2018-09-12|2018.69589041096","Indonesia","Malinau","2018-09-12",-2.4833826,117.8902853,"SEA",2018
"Indonesia|Malinau|MW648222|MLN-017|Dengue_2|E|External|2018-10-02|2018.75068493151","Indonesia","Malinau","2018-10-02",-2.4833826,117.8902853,"SEA",2018
"Singapore|NA|MW510369|SG(EHI)D2/27822Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Malaysia|Johor_Bahru|KX452047||Dengue_2|WG|External|2014-01-15|2014.03835616438","Malaysia","Johor_Bahru","2014-01-15",4.5693754,102.2656823,"SEA",2014
"China|Guangzhou|MN913513|1406/2019|Dengue_2|E|External|2019-10-31|2019.8301369863","China","Guangzhou","2019-10-31",35.000074,104.999927,"SEA",2019
"Malaysia|Johor_Bahru|KX452035||Dengue_2|WG|External|2014-01-15|2014.03835616438","Malaysia","Johor_Bahru","2014-01-15",4.5693754,102.2656823,"SEA",2014
"India|NA|MZ277499|2133_Andhra_Pradesh_India_2018|Dengue_2|E|External|2018-07-10|2018.52054794521","India","NA","2018-07-10",22.3511148,78.6677428,"SEA",2018
"India|NA|MZ277500|2115_Andhra_Pradesh_India_2018|Dengue_2|E|External|2018-07-10|2018.52054794521","India","NA","2018-07-10",22.3511148,78.6677428,"SEA",2018
"India|NA|OP921001|NC_Sample-2_58_D2|Dengue_2|WG|External|2022-07-27|2022.56712328767","India","NA","2022-07-27",22.3511148,78.6677428,"SEA",2022
"China|Guangdong_Province|MN018365|D151663|Dengue_2|WG|External|2015-12-30|2015.99452054795","China","Guangdong_Province","2015-12-30",35.000074,104.999927,"SEA",2015
"China|NA|MH827537|D2/China/GD_/GD151663/2015|Dengue_2|WG|External|2017-06-15|2017.45205479452","China","NA","2017-06-15",35.000074,104.999927,"SEA",2017
"Viet_Nam|NA|OP984834|22GZ11862_VNM|Dengue_2|WG|External|2022-11-20|2022.88493150685","Viet_Nam","NA","2022-11-20",15.9266657,107.9650855,"SEA",2022
"Indonesia|Jambi|OL960212|D2/IDN_Jambi_043/2016|Dengue_2|E|External|2016-09-16|2016.70684931507","Indonesia","Jambi","2016-09-16",-2.4833826,117.8902853,"SEA",2016
"China|NA|MH729981|D2/FJ/386/2016|Dengue_2|E|External|2016-06-15|2016.45205479452","China","NA","2016-06-15",35.000074,104.999927,"SEA",2016
"China|NA|MH729982|D2/FJ/387/2016|Dengue_2|E|External|2016-06-15|2016.45205479452","China","NA","2016-06-15",35.000074,104.999927,"SEA",2016
"China|NA|MH729983|D2/FJ/388/2016|Dengue_2|E|External|2016-06-15|2016.45205479452","China","NA","2016-06-15",35.000074,104.999927,"SEA",2016
"Taiwan|NA|MG895050||Dengue_2|E|External|2013-11-30|2013.91232876712","Taiwan","NA","2013-11-30",23.9739374,120.9820179,"SEA",2013
"China|NA|MH729974|D2/FJ/303/2015|Dengue_2|E|External|2015-06-15|2015.45205479452","China","NA","2015-06-15",35.000074,104.999927,"SEA",2015
"China|NA|MH729975|D2/FJ/304/2015|Dengue_2|E|External|2015-06-15|2015.45205479452","China","NA","2015-06-15",35.000074,104.999927,"SEA",2015
"China|NA|MH729976|D2/FJ/305/2015|Dengue_2|E|External|2015-06-15|2015.45205479452","China","NA","2015-06-15",35.000074,104.999927,"SEA",2015
"China|NA|MW290482|D2/FJ/305/2015|Dengue_2|E|External|2015-06-15|2015.45205479452","China","NA","2015-06-15",35.000074,104.999927,"SEA",2015
"Indonesia|Jambi|OL960215|D2/IDN_Jambi_029/2016|Dengue_2|E|External|2016-08-08|2016.6","Indonesia","Jambi","2016-08-08",-2.4833826,117.8902853,"SEA",2016
"Indonesia|Yogyakarta|OK180527|MJ1-12-36|Dengue_2|E|External|2016-12-21|2016.9698630137","Indonesia","Yogyakarta","2016-12-21",-2.4833826,117.8902853,"SEA",2016
"Taiwan|NA|MG895160||Dengue_2|E|External|2016-09-01|2016.66575342466","Taiwan","NA","2016-09-01",23.9739374,120.9820179,"SEA",2016
"China|NA|MW290481|D2/FJ/304/2015|Dengue_2|E|External|2015-06-15|2015.45205479452","China","NA","2015-06-15",35.000074,104.999927,"SEA",2015
"China|NA|MW290488|D2/FJ/301/2015|Dengue_2|E|External|2015-06-15|2015.45205479452","China","NA","2015-06-15",35.000074,104.999927,"SEA",2015
"China|NA|MW290487|D2/FJ/302/2015|Dengue_2|E|External|2015-06-15|2015.45205479452","China","NA","2015-06-15",35.000074,104.999927,"SEA",2015
"China|NA|MW290483|D2/FJ/323/2016|Dengue_2|E|External|2016-06-15|2016.45205479452","China","NA","2016-06-15",35.000074,104.999927,"SEA",2016
"China|NA|MW290485|D2/FJ/388/2016|Dengue_2|E|External|2016-06-15|2016.45205479452","China","NA","2016-06-15",35.000074,104.999927,"SEA",2016
"China|NA|MW290486|D2/FJ/389/2016|Dengue_2|E|External|2016-06-15|2016.45205479452","China","NA","2016-06-15",35.000074,104.999927,"SEA",2016
"China|NA|MW290484|D2/FJ/387/2016|Dengue_2|E|External|2016-06-15|2016.45205479452","China","NA","2016-06-15",35.000074,104.999927,"SEA",2016
"Indonesia|Aceh|OL960219|D2/IDN_Aceh_046/2015|Dengue_2|E|External|2015-06-16|2015.45479452055","Indonesia","Aceh","2015-06-16",-2.4833826,117.8902853,"SEA",2015
"Indonesia|Aceh|OL960221|D2/IDN_Aceh_017/2015|Dengue_2|E|External|2015-09-14|2015.70136986301","Indonesia","Aceh","2015-09-14",-2.4833826,117.8902853,"SEA",2015
"Indonesia|Aceh|OL960220|D2/IDN_Aceh_036/2015|Dengue_2|E|External|2015-08-19|2015.6301369863","Indonesia","Aceh","2015-08-19",-2.4833826,117.8902853,"SEA",2015
"Indonesia|NA|KU529753|JMB-488B|Dengue_2|E|External|2015-06-15|2015.45205479452","Indonesia","NA","2015-06-15",-2.4833826,117.8902853,"SEA",2015
"Malaysia|NA|KJ806908|MYS(Selangor)D2/533Y13|Dengue_2|E|External|2013-06-15|2013.45205479452","Malaysia","NA","2013-06-15",4.5693754,102.2656823,"SEA",2013
"Indonesia|NA|MN982898|INDO2010|Dengue_2|E|External|2010-07-15|2010.53424657534","Indonesia","NA","2010-07-15",-2.4833826,117.8902853,"SEA",2010
"Indonesia|NA|JN568272|Sumatra_2010|Dengue_2|E|External|2010-06-15|2010.45205479452","Indonesia","NA","2010-06-15",-2.4833826,117.8902853,"SEA",2010
"Indonesia|Purwokerto|KY709186|PWT-076|Dengue_2|E|External|2015-06-15|2015.45205479452","Indonesia","Purwokerto","2015-06-15",-2.4833826,117.8902853,"SEA",2015
"Indonesia|Purwokerto|KY709187|PWT-077|Dengue_2|E|External|2015-06-15|2015.45205479452","Indonesia","Purwokerto","2015-06-15",-2.4833826,117.8902853,"SEA",2015
"Viet_Nam|NA|OP090389|56DX-207|Dengue_2|E|External|2022-05-25|2022.39452054795","Viet_Nam","NA","2022-05-25",15.9266657,107.9650855,"SEA",2022
"Viet_Nam|NA|OP090391|53DX-704A|Dengue_2|E|External|2022-06-20|2022.46575342466","Viet_Nam","NA","2022-06-20",15.9266657,107.9650855,"SEA",2022
"Viet_Nam|NA|OP090393|56DX-702|Dengue_2|E|External|2022-05-09|2022.35068493151","Viet_Nam","NA","2022-05-09",15.9266657,107.9650855,"SEA",2022
"Viet_Nam|NA|OP090392|56DX-705|Dengue_2|E|External|2022-05-23|2022.38904109589","Viet_Nam","NA","2022-05-23",15.9266657,107.9650855,"SEA",2022
"Indonesia|Jambi|OL960213|D2/IDN_Jambi_038/2016|Dengue_2|E|External|2016-08-24|2016.64383561644","Indonesia","Jambi","2016-08-24",-2.4833826,117.8902853,"SEA",2016
"Indonesia|Yogyakarta|OK180524|MJ1-07-20|Dengue_2|E|External|2016-07-29|2016.57260273973","Indonesia","Yogyakarta","2016-07-29",-2.4833826,117.8902853,"SEA",2016
"Indonesia|NA|KU529739|JMB-010|Dengue_2|E|External|2014-06-15|2014.45205479452","Indonesia","NA","2014-06-15",-2.4833826,117.8902853,"SEA",2014
"Indonesia|Jambi|OL960217|D2/IDN_Jambi_024/2016|Dengue_2|E|External|2016-07-22|2016.55342465753","Indonesia","Jambi","2016-07-22",-2.4833826,117.8902853,"SEA",2016
"Indonesia|Yogyakarta|OK180525|MJ1-11-14|Dengue_2|E|External|2016-10-14|2016.78356164384","Indonesia","Yogyakarta","2016-10-14",-2.4833826,117.8902853,"SEA",2016
"Indonesia|Jambi|OL960211|D2/IDN_Jambi_102/2016|Dengue_2|E|External|2016-11-21|2016.88767123288","Indonesia","Jambi","2016-11-21",-2.4833826,117.8902853,"SEA",2016
"Indonesia|Bali|ON584412|DPS-013|Dengue_2|E|External|2019-03-06|2019.17534246575","Indonesia","Bali","2019-03-06",-2.4833826,117.8902853,"SEA",2019
"Indonesia|Jambi|MK411558|ID/JMB-001M/2016|Dengue_2|WG|External|2016-02-20|2016.13698630137","Indonesia","Jambi","2016-02-20",-2.4833826,117.8902853,"SEA",2016
"Indonesia|Jambi|MK411559|ID/JMB-001B/2016|Dengue_2|WG|External|2016-02-23|2016.14520547945","Indonesia","Jambi","2016-02-23",-2.4833826,117.8902853,"SEA",2016
"Indonesia|NA|MH823208|JMB-010|Dengue_2|WG|External|2014-06-15|2014.45205479452","Indonesia","NA","2014-06-15",-2.4833826,117.8902853,"SEA",2014
"China|NA|MN923116|19XN50573|Dengue_2|WG|External|2019-06-30|2019.49315068493","China","NA","2019-06-30",35.000074,104.999927,"SEA",2019
"China|NA|MN923126|2017XN21395|Dengue_2|E|External|2017-08-04|2017.58904109589","China","NA","2017-08-04",35.000074,104.999927,"SEA",2017
"China|NA|MN923127|2017XN21597|Dengue_2|E|External|2017-08-04|2017.58904109589","China","NA","2017-08-04",35.000074,104.999927,"SEA",2017
"China|NA|MN923129|2017XN21707|Dengue_2|E|External|2017-08-08|2017.6","China","NA","2017-08-08",35.000074,104.999927,"SEA",2017
"China|NA|MG677986|2017-GZ21707|Dengue_2|E|External|2017-06-15|2017.45205479452","China","NA","2017-06-15",35.000074,104.999927,"SEA",2017
"China|NA|MG840632|D2/China/GDgz/D17082/2017|Dengue_2|E|External|2017-06-15|2017.45205479452","China","NA","2017-06-15",35.000074,104.999927,"SEA",2017
"China|NA|MG840636|D2/China/GDfs/D17105/2017|Dengue_2|E|External|2017-06-15|2017.45205479452","China","NA","2017-06-15",35.000074,104.999927,"SEA",2017
"China|NA|MK587781|GZHaizhu533/2017|Dengue_2|E|External|2017-09-29|2017.74246575342","China","NA","2017-09-29",35.000074,104.999927,"SEA",2017
"China|NA|MK587783|GZHaizhu935/2017|Dengue_2|E|External|2017-10-23|2017.80821917808","China","NA","2017-10-23",35.000074,104.999927,"SEA",2017
"China|NA|MG840642|D2/China/GDzs/D17504/2017|Dengue_2|E|External|2017-06-15|2017.45205479452","China","NA","2017-06-15",35.000074,104.999927,"SEA",2017
"China|Guangzhou|MK564476|GZ17XN21707|Dengue_2|WG|External|2017-08-08|2017.6","China","Guangzhou","2017-08-08",35.000074,104.999927,"SEA",2017
"China|NA|MG677989|2017-GZ21395|Dengue_2|E|External|2017-06-15|2017.45205479452","China","NA","2017-06-15",35.000074,104.999927,"SEA",2017
"China|NA|MG677990|2017-GZ21597|Dengue_2|E|External|2017-06-15|2017.45205479452","China","NA","2017-06-15",35.000074,104.999927,"SEA",2017
"China|NA|MG677999|2017-GZ26726|Dengue_2|E|External|2017-06-15|2017.45205479452","China","NA","2017-06-15",35.000074,104.999927,"SEA",2017
"China|NA|MG677993|2017-GZ28854|Dengue_2|E|External|2017-06-15|2017.45205479452","China","NA","2017-06-15",35.000074,104.999927,"SEA",2017
"China|NA|MG677994|2017-GZ28861|Dengue_2|E|External|2017-06-15|2017.45205479452","China","NA","2017-06-15",35.000074,104.999927,"SEA",2017
"China|NA|MG677995|2017-GZ28868|Dengue_2|E|External|2017-06-15|2017.45205479452","China","NA","2017-06-15",35.000074,104.999927,"SEA",2017
"China|NA|MW721472|GZ8H/2019116/2014/II|Dengue_2|WG|External|2014-10-15|2014.78630136986","China","NA","2014-10-15",35.000074,104.999927,"SEA",2014
"China|Guangdong_Province|MN018356|D14070|Dengue_2|WG|External|2014-09-23|2014.72602739726","China","Guangdong_Province","2014-09-23",35.000074,104.999927,"SEA",2014
"China|NA|MH827530|D2/China/GDyf/D14070/2014|Dengue_2|WG|External|2017-06-15|2017.45205479452","China","NA","2017-06-15",35.000074,104.999927,"SEA",2017
"Singapore|NA|MW512401|SG(EHI)D2/44173Y13|Dengue_2|WG|External|2013-06-15|2013.45205479452","Singapore","NA","2013-06-15",1.357107,103.8194992,"SEA",2013
"Singapore|NA|MW512427|SG(EHI)D2/1954Y14|Dengue_2|WG|External|2014-06-15|2014.45205479452","Singapore","NA","2014-06-15",1.357107,103.8194992,"SEA",2014
"Malaysia|Johor_Bahru|KU666949|TM198|Dengue_2|WG|External|2014-01-15|2014.03835616438","Malaysia","Johor_Bahru","2014-01-15",4.5693754,102.2656823,"SEA",2014
"China|NA|KP191526|D14070|Dengue_2|E|External|2014-09-15|2014.70410958904","China","NA","2014-09-15",35.000074,104.999927,"SEA",2014
"Malaysia|NA|KJ545480|D13470(Malaysia)|Dengue_2|E|External|2013-06-15|2013.45205479452","Malaysia","NA","2013-06-15",4.5693754,102.2656823,"SEA",2013
"Singapore|NA|MW510244|SG(EHI)D2/22385Y11|Dengue_2|E|External|2011-06-15|2011.45205479452","Singapore","NA","2011-06-15",1.357107,103.8194992,"SEA",2011
"Singapore|NA|MW510251|SG(EHI)D2/30991Y11|Dengue_2|E|External|2011-06-15|2011.45205479452","Singapore","NA","2011-06-15",1.357107,103.8194992,"SEA",2011
"Singapore|NA|MW510253|SG(EHI)D2/31543Y11|Dengue_2|E|External|2011-06-15|2011.45205479452","Singapore","NA","2011-06-15",1.357107,103.8194992,"SEA",2011
"Singapore|NA|KT781528|Singapore_2011|Dengue_2|E|External|2011-06-15|2011.45205479452","Singapore","NA","2011-06-15",1.357107,103.8194992,"SEA",2011
"Singapore|NA|JN544389|SG(EHI)D2/16993Y11|Dengue_2|E|External|2011-04-15|2011.28493150685","Singapore","NA","2011-04-15",1.357107,103.8194992,"SEA",2011
"Singapore|NA|JN544390|SG(EHI)D2/19340Y11|Dengue_2|E|External|2011-05-15|2011.36712328767","Singapore","NA","2011-05-15",1.357107,103.8194992,"SEA",2011
"Singapore|NA|JN544399|SG(EHI)D2/22385Y11|Dengue_2|E|External|2011-06-15|2011.45205479452","Singapore","NA","2011-06-15",1.357107,103.8194992,"SEA",2011
"Singapore|NA|MW510247|SG(EHI)D2/29145Y11|Dengue_2|E|External|2011-06-15|2011.45205479452","Singapore","NA","2011-06-15",1.357107,103.8194992,"SEA",2011
"Singapore|NA|MW510248|SG(EHI)D2/29164Y11|Dengue_2|E|External|2011-06-15|2011.45205479452","Singapore","NA","2011-06-15",1.357107,103.8194992,"SEA",2011
"Singapore|NA|MW510250|SG(EHI)D2/29648Y11|Dengue_2|E|External|2011-06-15|2011.45205479452","Singapore","NA","2011-06-15",1.357107,103.8194992,"SEA",2011
"Singapore|NA|JN544382|SG(EHI)D2/21599Y11|Dengue_2|E|External|2011-05-15|2011.36712328767","Singapore","NA","2011-05-15",1.357107,103.8194992,"SEA",2011
"Singapore|NA|JN544383|SG(EHI)D2/20800Y11|Dengue_2|E|External|2011-05-15|2011.36712328767","Singapore","NA","2011-05-15",1.357107,103.8194992,"SEA",2011
"Singapore|NA|JN544384|SG(EHI)D2/19144Y11|Dengue_2|E|External|2011-05-15|2011.36712328767","Singapore","NA","2011-05-15",1.357107,103.8194992,"SEA",2011
"Singapore|NA|JN544385|SG(EHI)D2/25888Y11|Dengue_2|E|External|2011-06-15|2011.45205479452","Singapore","NA","2011-06-15",1.357107,103.8194992,"SEA",2011
"Singapore|NA|JN544386|SG(EHI)D2/20975Y11|Dengue_2|E|External|2011-05-15|2011.36712328767","Singapore","NA","2011-05-15",1.357107,103.8194992,"SEA",2011
"Singapore|NA|JN544387|SG(EHI)D2/17690Y11|Dengue_2|E|External|2011-04-15|2011.28493150685","Singapore","NA","2011-04-15",1.357107,103.8194992,"SEA",2011
"Singapore|NA|MW510249|SG(EHI)D2/29137Y11|Dengue_2|E|External|2011-06-15|2011.45205479452","Singapore","NA","2011-06-15",1.357107,103.8194992,"SEA",2011
"Singapore|NA|JN544388|SG(EHI)D2/24070Y11|Dengue_2|E|External|2011-06-15|2011.45205479452","Singapore","NA","2011-06-15",1.357107,103.8194992,"SEA",2011
"Singapore|NA|MW510246|SG(EHI)D2/27102Y11|Dengue_2|E|External|2011-06-15|2011.45205479452","Singapore","NA","2011-06-15",1.357107,103.8194992,"SEA",2011
"Singapore|NA|JN544391|SG(EHI)D2/24200Y11|Dengue_2|E|External|2011-06-15|2011.45205479452","Singapore","NA","2011-06-15",1.357107,103.8194992,"SEA",2011
"Taiwan|NA|MG894976||Dengue_2|E|External|2011-08-16|2011.62191780822","Taiwan","NA","2011-08-16",23.9739374,120.9820179,"SEA",2011
"Singapore|NA|JN544393|SG(EHI)D2/25421Y11|Dengue_2|E|External|2011-06-15|2011.45205479452","Singapore","NA","2011-06-15",1.357107,103.8194992,"SEA",2011
"Singapore|NA|JN030325|SG(EHI)D2/10107Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Singapore|NA|JN380860|SG(EHI)D2/69210Y10|Dengue_2|E|External|2010-06-15|2010.45205479452","Singapore","NA","2010-06-15",1.357107,103.8194992,"SEA",2010
"Malaysia|NA|JF968005||Dengue_2|E|External|2010-06-15|2010.45205479452","Malaysia","NA","2010-06-15",4.5693754,102.2656823,"SEA",2010
"Malaysia|NA|JF968012||Dengue_2|E|External|2010-06-15|2010.45205479452","Malaysia","NA","2010-06-15",4.5693754,102.2656823,"SEA",2010
"Taiwan|NA|MG894987||Dengue_2|E|External|2011-11-13|2011.86575342466","Taiwan","NA","2011-11-13",23.9739374,120.9820179,"SEA",2011
"Taiwan|NA|MG895040||Dengue_2|E|External|2013-08-04|2013.58904109589","Taiwan","NA","2013-08-04",23.9739374,120.9820179,"SEA",2013
"Taiwan|NA|MG895064||Dengue_2|E|External|2014-08-08|2014.6","Taiwan","NA","2014-08-08",23.9739374,120.9820179,"SEA",2014
"Taiwan|NA|MG895056||Dengue_2|E|External|2014-02-14|2014.12054794521","Taiwan","NA","2014-02-14",23.9739374,120.9820179,"SEA",2014
"Malaysia|NA|KJ806884|MYS(KL)D2/911Y13|Dengue_2|E|External|2013-06-15|2013.45205479452","Malaysia","NA","2013-06-15",4.5693754,102.2656823,"SEA",2013
"Malaysia|NA|KJ806893|MYS(Johor)D2/428Y13|Dengue_2|E|External|2013-06-15|2013.45205479452","Malaysia","NA","2013-06-15",4.5693754,102.2656823,"SEA",2013
"Malaysia|NA|KJ806902|MYS(Melaka)D2/2560Y13|Dengue_2|E|External|2013-06-15|2013.45205479452","Malaysia","NA","2013-06-15",4.5693754,102.2656823,"SEA",2013
"Malaysia|NA|KJ806924|MYS(NSembilan)D2/4528Y13|Dengue_2|E|External|2013-06-15|2013.45205479452","Malaysia","NA","2013-06-15",4.5693754,102.2656823,"SEA",2013
"Taiwan|NA|MG895073||Dengue_2|E|External|2014-11-27|2014.90410958904","Taiwan","NA","2014-11-27",23.9739374,120.9820179,"SEA",2014
"Malaysia|NA|KT806313|Malaysia_2013|Dengue_2|E|External|2013-06-15|2013.45205479452","Malaysia","NA","2013-06-15",4.5693754,102.2656823,"SEA",2013
"Malaysia|NA|KJ806887|MYS(Terengganu)D2/2666Y13|Dengue_2|E|External|2013-06-15|2013.45205479452","Malaysia","NA","2013-06-15",4.5693754,102.2656823,"SEA",2013
"Malaysia|NA|KJ806793|SG(EHI)D2/44358Y13|Dengue_2|E|External|2013-06-15|2013.45205479452","Malaysia","NA","2013-06-15",4.5693754,102.2656823,"SEA",2013
"Malaysia|NA|KJ806913|MYS(Selangor)D2/1872Y13|Dengue_2|E|External|2013-06-15|2013.45205479452","Malaysia","NA","2013-06-15",4.5693754,102.2656823,"SEA",2013
"Malaysia|NA|KJ806875|MYS(Perak)D2/86Y12|Dengue_2|E|External|2012-06-15|2012.45205479452","Malaysia","NA","2012-06-15",4.5693754,102.2656823,"SEA",2012
"Malaysia|NA|KJ806876|MYS(Perlis)D2/90Y12|Dengue_2|E|External|2012-06-15|2012.45205479452","Malaysia","NA","2012-06-15",4.5693754,102.2656823,"SEA",2012
"Malaysia|NA|KJ806925|MYS(NSembilan)D2/4540Y13|Dengue_2|E|External|2013-06-15|2013.45205479452","Malaysia","NA","2013-06-15",4.5693754,102.2656823,"SEA",2013
"Malaysia|NA|KJ806928|MYS(Kelantan)D2/739Y13|Dengue_2|E|External|2013-06-15|2013.45205479452","Malaysia","NA","2013-06-15",4.5693754,102.2656823,"SEA",2013
"Malaysia|NA|KJ806810|SG(EHI)D2/01954Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Malaysia","NA","2014-06-15",4.5693754,102.2656823,"SEA",2014
"Malaysia|NA|KJ806889|MYS(KL)D2/3514Y13|Dengue_2|E|External|2013-06-15|2013.45205479452","Malaysia","NA","2013-06-15",4.5693754,102.2656823,"SEA",2013
"Malaysia|NA|KJ806932|MYS(Melaka)D2/426Y14|Dengue_2|E|External|2014-06-15|2014.45205479452","Malaysia","NA","2014-06-15",4.5693754,102.2656823,"SEA",2014
"Malaysia|NA|KJ806881|MYS(Pahang)D2/514Y13|Dengue_2|E|External|2013-06-15|2013.45205479452","Malaysia","NA","2013-06-15",4.5693754,102.2656823,"SEA",2013
"Taiwan|NA|MG895066||Dengue_2|E|External|2014-08-11|2014.60821917808","Taiwan","NA","2014-08-11",23.9739374,120.9820179,"SEA",2014
"Taiwan|NA|MG895051||Dengue_2|E|External|2013-12-01|2013.91506849315","Taiwan","NA","2013-12-01",23.9739374,120.9820179,"SEA",2013
"Malaysia|NA|KT175116||Dengue_2|E|External|2014-06-15|2014.45205479452","Malaysia","NA","2014-06-15",4.5693754,102.2656823,"SEA",2014
"Malaysia|NA|KJ806909|MYS(Selangor)D2/1298Y13|Dengue_2|E|External|2013-06-15|2013.45205479452","Malaysia","NA","2013-06-15",4.5693754,102.2656823,"SEA",2013
"Indonesia|NA|KU529747|JMB-084|Dengue_2|E|External|2015-06-15|2015.45205479452","Indonesia","NA","2015-06-15",-2.4833826,117.8902853,"SEA",2015
"Singapore|NA|MW512403|SG(EHI)D2/15356Y13|Dengue_2|WG|External|2013-06-15|2013.45205479452","Singapore","NA","2013-06-15",1.357107,103.8194992,"SEA",2013
"Malaysia|NA|KJ806778|SG(EHI)D2/15356Y13|Dengue_2|E|External|2013-06-15|2013.45205479452","Malaysia","NA","2013-06-15",4.5693754,102.2656823,"SEA",2013
"Malaysia|NA|KJ806894|MYS(Johor)D2/527Y13|Dengue_2|E|External|2013-06-15|2013.45205479452","Malaysia","NA","2013-06-15",4.5693754,102.2656823,"SEA",2013
"Singapore|NA|MW512366|SG(EHI)D2/24200Y11|Dengue_2|WG|External|2011-06-15|2011.45205479452","Singapore","NA","2011-06-15",1.357107,103.8194992,"SEA",2011
"Singapore|NA|MW512402|SG(EHI)D2/17540Y13|Dengue_2|WG|External|2013-06-15|2013.45205479452","Singapore","NA","2013-06-15",1.357107,103.8194992,"SEA",2013
"Singapore|NA|MW512365|SG(EHI)D2/33455Y11|Dengue_2|WG|External|2011-06-15|2011.45205479452","Singapore","NA","2011-06-15",1.357107,103.8194992,"SEA",2011
"Singapore|NA|MW512400|SG(EHI)D2/34994Y13|Dengue_2|WG|External|2013-06-15|2013.45205479452","Singapore","NA","2013-06-15",1.357107,103.8194992,"SEA",2013
"China|Guangdong|KC131142|ZH413-2|Dengue_2|WG|External|2012-09-15|2012.70410958904","China","Guangdong","2012-09-15",35.000074,104.999927,"SEA",2012
"Taiwan|NA|MG895059||Dengue_2|E|External|2014-06-14|2014.44931506849","Taiwan","NA","2014-06-14",23.9739374,120.9820179,"SEA",2014
"Malaysia|NA|KJ806785|SG(EHI)D2/34994Y13|Dengue_2|E|External|2013-06-15|2013.45205479452","Malaysia","NA","2013-06-15",4.5693754,102.2656823,"SEA",2013
"Malaysia|NA|KJ806912|MYS(Selangor)D2/1868Y13|Dengue_2|E|External|2013-06-15|2013.45205479452","Malaysia","NA","2013-06-15",4.5693754,102.2656823,"SEA",2013
"Malaysia|NA|KJ806791|SG(EHI)D2/40590Y13|Dengue_2|E|External|2013-06-15|2013.45205479452","Malaysia","NA","2013-06-15",4.5693754,102.2656823,"SEA",2013
"Malaysia|NA|KJ806906|MYS(Melaka)D2/3327Y13|Dengue_2|E|External|2013-06-15|2013.45205479452","Malaysia","NA","2013-06-15",4.5693754,102.2656823,"SEA",2013
